min_vh,min_vv,max_vh,max_vv,range_vh,range_vv,mean_vh,mean_vv,std_vh,std_vv,ratio_vv_vh,rvi
0.024128912016749382,0.00524574751034379,0.35729560256004333,0.05944128707051277,0.33316669054329395,0.05419553956016898,0.13291173574647733,0.02611828638639833,0.09242525978523315,0.015212306010627244,0.19650850423184368,3.0562319161665816
0.053834959864616394,0.016737302765250206,0.4485529661178589,0.13666899502277374,0.3947180062532425,0.11993169225752354,0.1791496558913163,0.051273611773337634,0.11534308440492269,0.03365501112110847,0.28620547172272276,2.7421705485169032
0.01693592593073845,0.010781434364616871,0.4241330027580261,0.11418552696704865,0.4071970768272877,0.10340409260243177,0.11676431183392803,0.030349681386724114,0.12010558216838338,0.028908951571630804,0.25992258173790267,2.8284219664470354
0.02730671316385269,0.003392654936760664,0.33549439907073975,0.07094193249940872,0.30818768590688705,0.06754927756264806,0.11165508867374488,0.02622531766870192,0.08615124316997971,0.019025730778607315,0.23487794403470544,2.9149018816883663
0.021431200206279755,0.00407970417290926,0.22650188207626343,0.08936841040849686,0.20507068186998367,0.0852887062355876,0.11404032653404607,0.028806916101732187,0.059231352277943516,0.024090356155243596,0.2526028903743278,2.853250335995187
0.030193371698260307,0.007520281244069338,0.44499799609184265,0.13563871383666992,0.41480462439358234,0.12811843259260058,0.15404510192040885,0.039736951202420254,0.11954578345225303,0.032384910077080865,0.2579566030145594,2.835055092037114
0.017352566123008728,0.0038871322758495808,0.29111582040786743,0.059719886630773544,0.2737632542848587,0.055832754354923964,0.09651973018688816,0.024242134831313576,0.0826597096726043,0.017861900015978385,0.25116248029676713,2.8581789922444143
0.016832835972309113,0.0038234153762459755,0.3919470012187958,0.035247065126895905,0.37511416524648666,0.03142364975064993,0.09553505280720336,0.01851617611412491,0.11343203150564862,0.0105061855061238,0.19381552184298145,3.0665790154148524
0.02901989035308361,0.011391137726604939,0.29234859347343445,0.050548139959573746,0.26332870312035084,0.03915700223296881,0.11759627410875899,0.02382926656199353,0.08612564802373815,0.016018932704090518,0.2026362377770151,3.0329032924258663
0.03557721525430679,0.005365530028939247,0.29366618394851685,0.06650364398956299,0.25808896869421005,0.06113811396062374,0.1086844519845077,0.02777694438451103,0.0748028088550273,0.02032900017956787,0.2555742231508005,2.843127949391506
0.00872202031314373,0.0049852048978209496,0.5544877648353577,0.07527363300323486,0.5457657445222139,0.07028842810541391,0.1810520835486906,0.027353725895019516,0.13576071776935425,0.02032197313516516,0.15108208289502087,3.2389224544367785
0.00954725407063961,0.003502465784549713,0.425798624753952,0.08196466416120529,0.4162513706833124,0.07846219837665558,0.12619523637528932,0.02386149201941277,0.11549723862431735,0.01936897870251915,0.1890839361673811,3.084900942429906
0.02513742260634899,0.0037821161095052958,0.40021494030952454,0.07898728549480438,0.37507751770317554,0.07520516938529909,0.12697927374392748,0.025053397791149717,0.09415751970608152,0.01991248780391043,0.19730304838310547,3.053190194663302
0.011523536406457424,0.0030029863119125366,0.38347288966178894,0.12271540611982346,0.3719493532553315,0.11971241980791092,0.1026375547517091,0.024535407341318205,0.12903542174665658,0.02957490107934205,0.23904902450834786,2.9001953784969325
0.013105439022183418,0.0030428613536059856,0.2502022981643677,0.0622083842754364,0.23709685914218426,0.059165522921830416,0.09109304648720556,0.022422009678040113,0.06819391821547889,0.01642921610580546,0.24614403121526282,2.8754619749484407
0.016824571415781975,0.004068344831466675,0.27658402919769287,0.14349541068077087,0.2597594577819109,0.1394270658493042,0.10738188986267362,0.04147042856285615,0.09693286268067411,0.03791202149835627,0.386195741347922,2.4508862250007226
0.008764487691223621,0.0025538564659655094,0.271278977394104,0.05527456849813461,0.2625144897028804,0.052720712032169104,0.1051578560533623,0.024779559708096914,0.07107925272687272,0.01686712267209345,0.23564154536892176,2.9122002740976924
0.010472589172422886,0.0032895200420171022,0.515623927116394,0.0705418586730957,0.5051513379439712,0.0672523386310786,0.13125510958747733,0.024563967508988246,0.13981751088060623,0.018002193726499423,0.1871467525050303,3.0924549246287536
0.026022547855973244,0.004308808594942093,0.3361836373806,0.06400617212057114,0.31016108952462673,0.059697363525629044,0.1417689976681556,0.03971684458000319,0.09291179986276894,0.01759767281092851,0.28015183314598874,2.7616444715069726
0.018745077773928642,0.005590090993791819,0.37158912420272827,0.03404010459780693,0.35284404642879963,0.028450013604015112,0.12220911255904607,0.018108014782358493,0.09904724870872278,0.011178452527232822,0.14817237768263392,3.2512423961074246
0.03437265753746033,0.011016576550900936,0.5282773971557617,0.07013855129480362,0.4939047396183014,0.05912197474390268,0.15492931194603443,0.034775290970823595,0.13128551826407592,0.018897482034584533,0.22445908094484185,2.9521850505292475
0.03738616406917572,0.00365631515160203,0.2652071714401245,0.12394649535417557,0.2278210073709488,0.12029018020257354,0.13126490265130997,0.026320283689225715,0.07242307076612459,0.029076152684300645,0.2005127277558915,3.0409539122353997
0.03512270376086235,0.005158118903636932,0.38113123178482056,0.10849849879741669,0.3460085280239582,0.10334037989377975,0.11264899905238833,0.028437304576592787,0.08861403586784868,0.02584595210664581,0.25244169780299414,2.8538011850572156
0.02077428810298443,0.010259064845740795,0.4329776167869568,0.06931916624307632,0.41220332868397236,0.05906010139733553,0.16729162447154522,0.03177571429737976,0.12152846226573755,0.01769318950307129,0.18994205118012064,3.0815645751240583
0.05157049372792244,0.006285042501986027,0.5984557271003723,0.08607099205255508,0.5468852333724499,0.07978594955056906,0.16824736845280444,0.029652408124612912,0.15444029602690684,0.021164022731553447,0.1762429237217508,3.1355552361339103
0.012766973115503788,0.0018840410048142076,0.33368152379989624,0.04922211170196533,0.32091455068439245,0.047338070697151124,0.11383566283620894,0.020886072316595044,0.11103558374035502,0.01458653972425125,0.18347565074265623,3.1068551145782064
0.011583607643842697,0.003760931547731161,0.4313666820526123,0.0492231547832489,0.4197830744087696,0.04546222323551774,0.12012175400741398,0.025958713435102254,0.13034965983295954,0.012917722542040993,0.21610334988531776,2.982663531105769
0.02169729396700859,0.005279826000332832,0.4748915433883667,0.11891156435012817,0.4531942494213581,0.11363173834979534,0.13224643115934573,0.03192946069726819,0.13378806503173432,0.026692176214829555,0.24143911043463923,2.8918239907674628
0.016395417973399162,0.0027021353598684072,0.29464101791381836,0.05014193430542946,0.2782455999404192,0.04743979894556105,0.11449883388061273,0.021673176204785705,0.07702907623508325,0.014876637649606467,0.1892873094880966,3.084109678971306
0.008397454395890236,0.0023126027081161737,0.2996910512447357,0.059989023953676224,0.2912935968488455,0.05767642124556005,0.12044155764344491,0.025215544112908998,0.0975909386627837,0.01684670950488443,0.20935916643951977,3.007648228447679
0.04376985877752304,0.009575312957167625,0.5351873636245728,0.12959717214107513,0.4914175048470497,0.12002185918390751,0.24906860331171438,0.05929656699299812,0.1346454920878173,0.028737336507242625,0.23807323044561854,2.9036247608309758
0.009428681805729866,0.003340574214234948,0.517229437828064,0.2106577605009079,0.5078007560223341,0.20731718628667295,0.1638455344854217,0.035478478236319985,0.15397274588360876,0.048305569407524514,0.21653613171542807,2.9810720521471126
0.025654515251517296,0.009099225513637066,0.4881468415260315,0.11885351687669754,0.4624923262745142,0.10975429136306047,0.19035515064994493,0.03254518955058995,0.14891523987107333,0.024646661874576068,0.17097089014648822,3.156754753367941
0.026142003014683723,0.01406967081129551,0.4183723032474518,0.11558156460523605,0.39223030023276806,0.10151189379394054,0.19026212874603898,0.03845878631660813,0.10545282579307376,0.025307980705649442,0.20213579323472589,3.034797368612367
0.010706780478358269,0.00906441081315279,0.19977955520153046,0.07163868099451065,0.1890727747231722,0.06257427018135786,0.09870702764462858,0.02438404176029421,0.05341339402873521,0.016628371691258498,0.2470345054668571,2.8723825881907628
0.012874980457127094,0.0029001859948039055,0.49876609444618225,0.06577365100383759,0.48589111398905516,0.06287346500903368,0.16703173770968402,0.03497171297758108,0.1343167346739952,0.019348930485507763,0.20937166467348273,3.007601604822516
0.020601410418748856,0.004520282614976168,0.6929376125335693,0.07000115513801575,0.6723362021148205,0.06548087252303958,0.16353134225521768,0.029202250475507407,0.17457017444407777,0.01819422401692605,0.17857280489957986,3.126261971321816
0.010058140382170677,0.002216220833361149,0.6897258162498474,0.06408732384443283,0.6796676758676767,0.06187110301107168,0.1400321743318013,0.02904336167765515,0.1686553067531643,0.02094594088972327,0.20740491830711655,3.0149532367436396
0.0443054735660553,0.011619620956480503,0.5515598654747009,0.10153607279062271,0.5072543919086456,0.08991645183414221,0.2262802676934945,0.04917354357281798,0.12808431087988528,0.02555385676128546,0.2173125570075137,2.978220429592885
0.012479227967560291,0.0037747507449239492,0.38288870453834534,0.06839055567979813,0.37040947657078505,0.06461580493487418,0.11536984079118286,0.025851599217969038,0.10166518617167142,0.017790138473084808,0.22407588534996703,2.9535714263873105
0.03293192386627197,0.0020812456496059895,0.5770672559738159,0.09623595327138901,0.544135332107544,0.09415470762178302,0.12022799466337476,0.024685427103014218,0.13143539856266626,0.02057354366022876,0.20532179025467998,3.0227726172903098
0.015481092967092991,0.0032383683137595654,0.9605581760406494,0.09015525877475739,0.9450770830735564,0.08691689046099782,0.15691913536896832,0.029364578867037045,0.21110150056189603,0.022935345813834215,0.18713191860247824,3.0925128878393906
0.029882369562983513,0.003590862499549985,0.5090571641921997,0.05501030385494232,0.4791747946292162,0.05141944135539234,0.13012353038149221,0.023242980053293564,0.11525979978277902,0.015116053542292014,0.17862242121121752,3.1260645646464744
0.058647140860557556,0.012499526143074036,0.4212314486503601,0.08621079474687576,0.36258430778980255,0.07371126860380173,0.18441910688814364,0.03877244517207146,0.10931070521960597,0.01901844060957264,0.21024093341688418,3.0043618227905635
0.03018791787326336,0.003067577723413706,0.43923306465148926,0.06852507591247559,0.4090451467782259,0.06545749818906188,0.13932588847265356,0.0266066595934154,0.10304478307483714,0.020055460751066005,0.19096709079043606,3.0775870773202847
0.0120221097022295,0.005138469859957695,0.7916443347930908,0.07244442403316498,0.7796222250908613,0.06730595417320728,0.15740372603269,0.02726099039673021,0.20129573109442642,0.01642783003106781,0.1731915189292824,3.1477962898543455
0.02158423513174057,0.006867207586765289,0.3466436266899109,0.0658605620265007,0.3250593915581703,0.05899335443973541,0.15248792050849824,0.026462785877464784,0.09350555503630305,0.016799374119861505,0.17354021085224253,3.1463934453743754
0.022101834416389465,0.003291348461061716,0.3018336892127991,0.052720729261636734,0.2797318547964096,0.04942938080057502,0.0994892976291123,0.027250078174152544,0.07411365589294702,0.013898198998225844,0.2738995934591732,2.782000430137929
0.022619297727942467,0.0046836575493216515,0.38033992052078247,0.10319052636623383,0.35772062279284,0.09850686881691217,0.12527978171904883,0.03360489494211617,0.09852254747831785,0.02795209008267055,0.26823877309650945,2.8006475082729403
0.058877214789390564,0.008441304787993431,0.2550245523452759,0.05917073413729668,0.19614733755588531,0.050729429349303246,0.12921033515816643,0.03294845519676095,0.04878812938500337,0.012557073868078257,0.2549986048440222,2.845084219460035
0.02530195750296116,0.0034039581660181284,0.6241487860679626,0.07263686507940292,0.5988468285650015,0.0692329069133848,0.1772987318078154,0.026256972813586656,0.1674775934379119,0.018701050023575538,0.1480945325770753,3.2515730713137683
0.021309712901711464,0.003201950341463089,0.5532603859901428,0.12735530734062195,0.5319506730884314,0.12415335699915886,0.11751142800563857,0.0330715665061559,0.12224872465575305,0.029711055821950147,0.281432768433118,2.757504647984569
0.016900522634387016,0.002343851840123534,0.4250694513320923,0.04133743792772293,0.40816892869770527,0.0389935860875994,0.13753363725386167,0.022857921504366555,0.11943705099098108,0.012458982541044153,0.16619877115716106,3.176150859136302
0.031233547255396843,0.004390240181237459,0.36212357878685,0.13129791617393494,0.33089003153145313,0.12690767599269748,0.11115771469970544,0.032263337168842554,0.08515324143209932,0.031386888402527714,0.29024829501040517,2.7292923037978594
0.031272415071725845,0.003960204776376486,0.40534740686416626,0.07612235844135284,0.3740749917924404,0.07216215366497636,0.1212409938636579,0.02609394701491845,0.09059047945873609,0.019815254935018668,0.2152237966991801,2.985902299784646
0.02257193997502327,0.00961537379771471,0.45983701944351196,0.045694805681705475,0.4372650794684887,0.036079431883990765,0.16925130872742125,0.02710174558390128,0.13703835938156053,0.011724955280745871,0.16012724384630056,3.201117037172231
0.032538190484046936,0.005968424025923014,0.6055952906608582,0.13546839356422424,0.5730571001768112,0.12949996953830123,0.15200991577961864,0.03367027574602295,0.15566107126618417,0.039091822454215705,0.22150052233985537,2.9629171364862446
0.027540596202015877,0.005254588555544615,0.2874481976032257,0.04033878818154335,0.25990760140120983,0.035084199625998735,0.09898848207119633,0.022646582630627295,0.07601080485046216,0.010640082829973797,0.22877997678900663,2.936627102158175
0.010473779402673244,0.0026728182565420866,0.3205559253692627,0.07601426541805267,0.31008214596658945,0.07334144716151059,0.11428083729391035,0.019557331333329018,0.09180633804745635,0.017142185346095445,0.1711339520818436,3.1560954838361197
0.023902053013443947,0.005123091395944357,0.3330540060997009,0.0606929175555706,0.309151953086257,0.055569826159626245,0.11615405812421266,0.02562944100731436,0.0769011059484841,0.01860256489167,0.22065041395201868,2.9660129113020925
0.05232983082532883,0.00594503665342927,0.41663146018981934,0.06237025931477547,0.3643016293644905,0.0564252226613462,0.13376159220933914,0.028320067315636313,0.08776892400693934,0.01527868627873815,0.21172047108496533,2.998860913834417
0.025426261126995087,0.003840216202661395,0.274101585149765,0.06744660437107086,0.24867532402276993,0.06360638816840947,0.11489011697909411,0.028508975266424173,0.06822639321008413,0.0177047450057161,0.24814123282346198,2.868563020931389
0.02690347470343113,0.003317449241876602,0.2999173104763031,0.07654047757387161,0.27301383577287197,0.07322302833199501,0.12678291111746254,0.028932754374930963,0.08447855993015138,0.022017888993834285,0.22820705188040039,2.938682125782789
0.004622715059667826,0.0025878737214952707,0.2887151539325714,0.03698107972741127,0.2840924388729036,0.034393206005916,0.09860802565098685,0.01809534092214616,0.07567287004419983,0.009881593714240232,0.18350779059498454,3.1067285587741895
0.025284739211201668,0.0027562619652599096,0.34126099944114685,0.07740806043148041,0.3159762602299452,0.0746517984662205,0.08544524386525154,0.023061339757131302,0.07420949326602876,0.0166494852407929,0.26989611959560195,2.7951665931590655
