Lattitude,Longtitude,Season,tempmax section 1,tempmax section 2,tempmax section 3,tempmax section 4,tempmax section 5,tempmax section 6,tempmax section 7,tempmax section 8,tempmax section 9,tempmax section 10,tempmax section 11,tempmax section 12,tempmax section 13,tempmax section 14,tempmin section 1,tempmin section 2,tempmin section 3,tempmin section 4,tempmin section 5,tempmin section 6,tempmin section 7,tempmin section 8,tempmin section 9,tempmin section 10,tempmin section 11,tempmin section 12,tempmin section 13,tempmin section 14,temp section 1,temp section 2,temp section 3,temp section 4,temp section 5,temp section 6,temp section 7,temp section 8,temp section 9,temp section 10,temp section 11,temp section 12,temp section 13,temp section 14,dew section 1,dew section 2,dew section 3,dew section 4,dew section 5,dew section 6,dew section 7,dew section 8,dew section 9,dew section 10,dew section 11,dew section 12,dew section 13,dew section 14,humidity section 1,humidity section 2,humidity section 3,humidity section 4,humidity section 5,humidity section 6,humidity section 7,humidity section 8,humidity section 9,humidity section 10,humidity section 11,humidity section 12,humidity section 13,humidity section 14,precip section 1,precip section 2,precip section 3,precip section 4,precip section 5,precip section 6,precip section 7,precip section 8,precip section 9,precip section 10,precip section 11,precip section 12,precip section 13,precip section 14,precipcover section 1,precipcover section 2,precipcover section 3,precipcover section 4,precipcover section 5,precipcover section 6,precipcover section 7,precipcover section 8,precipcover section 9,precipcover section 10,precipcover section 11,precipcover section 12,precipcover section 13,precipcover section 14,windgust section 1,windgust section 2,windgust section 3,windgust section 4,windgust section 5,windgust section 6,windgust section 7,windgust section 8,windgust section 9,windgust section 10,windgust section 11,windgust section 12,windgust section 13,windgust section 14,windspeed section 1,windspeed section 2,windspeed section 3,windspeed section 4,windspeed section 5,windspeed section 6,windspeed section 7,windspeed section 8,windspeed section 9,windspeed section 10,windspeed section 11,windspeed section 12,windspeed section 13,windspeed section 14,pressure section 1,pressure section 2,pressure section 3,pressure section 4,pressure section 5,pressure section 6,pressure section 7,pressure section 8,pressure section 9,pressure section 10,pressure section 11,pressure section 12,pressure section 13,pressure section 14,cloudcover section 1,cloudcover section 2,cloudcover section 3,cloudcover section 4,cloudcover section 5,cloudcover section 6,cloudcover section 7,cloudcover section 8,cloudcover section 9,cloudcover section 10,cloudcover section 11,cloudcover section 12,cloudcover section 13,cloudcover section 14,solarradiation section 1,solarradiation section 2,solarradiation section 3,solarradiation section 4,solarradiation section 5,solarradiation section 6,solarradiation section 7,solarradiation section 8,solarradiation section 9,solarradiation section 10,solarradiation section 11,solarradiation section 12,solarradiation section 13,solarradiation section 14,solarenergy section 1,solarenergy section 2,solarenergy section 3,solarenergy section 4,solarenergy section 5,solarenergy section 6,solarenergy section 7,solarenergy section 8,solarenergy section 9,solarenergy section 10,solarenergy section 11,solarenergy section 12,solarenergy section 13,solarenergy section 14,uvindex section 1,uvindex section 2,uvindex section 3,uvindex section 4,uvindex section 5,uvindex section 6,uvindex section 7,uvindex section 8,uvindex section 9,uvindex section 10,uvindex section 11,uvindex section 12,uvindex section 13,uvindex section 14,Sunlight duration section 1,Sunlight duration section 2,Sunlight duration section 3,Sunlight duration section 4,Sunlight duration section 5,Sunlight duration section 6,Sunlight duration section 7,Sunlight duration section 8,Sunlight duration section 9,Sunlight duration section 10,Sunlight duration section 11,Sunlight duration section 12,Sunlight duration section 13,Sunlight duration section 14
10.510542,105.248554,SA,26.6875,27.9625,28.3,28.4375,26.95,27.6,28.0375,27.35,26.8125,27.7375,28.075,27.4375,27.6125,26.19333333333333,23.8125,24.5125,24.3625,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.975,24.58,85.5375,82.8375,80.4125,83.2125,88.675,87.35,86.2375,88.0375,91.3625,84.9875,84.675,86.3375,86.575,91.36666666666666,44133.875,44373.0,44605.375,44828.5,45039.5,45234.25,45409.625,45560.875,45685.0,45777.125,45835.125,45857.5,45842.875,45748.333333333336,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.5875,13.9875,17.9,15.1125,16.7125,19.5375,16.825,20.0,22.9125,19.65,14.05,17.1625,17.962500000000002,20.5,1010.7125,1008.1625,1008.6625,1007.725,1007.3125,1007.55,1008.6375,1007.1,1006.5875,1007.8125,1008.3625,1007.925,1006.55,1006.2866666666666,65.1,49.95,48.1375,58.0625,64.6,62.2375,62.7125,66.175,72.175,59.4375,52.8875,60.5625,63.4375,76.64,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.4,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.8,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.50915,105.265098,SA,26.675,27.9375,28.3,28.425,26.925,27.6,28.0125,27.3375,26.7875,27.725,28.0375,27.4,27.6,26.18,23.825,24.5,24.35,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.9625,24.7125,24.975,24.58,85.575,82.8375,80.4125,83.225,88.71249999999999,87.3625,86.3,88.0875,91.4375,85.0,84.725,86.4,86.625,91.38666666666668,44133.875,44373.0,44605.375,44828.375,45039.25,45234.0,45409.5,45560.875,45684.625,45776.875,45835.0,45857.25,45842.25,45748.0,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.575,13.975,17.9125,15.0875,16.725,19.575,16.85,19.9875,22.9125,19.6125,14.075,17.225,17.925,20.486666666666668,1010.7125,1008.1625,1008.6625,1007.725,1007.3125,1007.55,1008.6375,1007.1,1006.5875,1007.8125,1008.3625,1007.9125,1006.55,1006.28,65.0125,49.8125,47.9875,57.9875,64.5375,62.15,62.625,66.1125,72.1,59.375,52.7625,60.475,63.3375,76.61333333333333,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.4,34.2,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.8,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.467721,105.192464,SA,28.17142857142857,28.757142857142856,28.01428571428572,27.185714285714287,27.5,28.2,26.97142857142857,27.185714285714287,27.057142857142857,28.47142857142857,27.95714285714286,27.62857142857143,27.61428571428572,26.44117647058824,24.742857142857144,24.38571428571429,25.085714285714285,24.77142857142857,25.12857142857143,25.5,24.92857142857143,25.042857142857144,25.1,24.757142857142856,24.957142857142856,24.728571428571428,24.9,24.688235294117646,82.87142857142857,78.55714285714285,85.4,87.45714285714286,87.78571428571429,86.21428571428571,89.4,88.95714285714286,89.91428571428571,81.77142857142857,85.14285714285714,85.42857142857143,86.1,90.67647058823528,44486.71428571428,44682.28571428572,44869.857142857145,45048.28571428572,45214.57142857143,45367.0,45502.142857142855,45618.42857142857,45713.28571428572,45784.0,45829.28571428572,45848.142857142855,45840.0,45749.52941176471,2.0428571428571427,1.6857142857142855,3.0142857142857142,4.814285714285714,10.771428571428572,12.057142857142855,10.714285714285714,8.814285714285715,5.442857142857143,1.871428571428572,1.7142857142857142,11.757142857142858,11.67142857142857,19.41176470588235,9.524285714285714,16.071428571428573,7.738571428571428,16.072857142857142,4.764285714285714,6.55,9.522857142857143,11.907142857142858,8.928571428571429,14.881428571428572,14.287142857142856,9.522857142857143,10.712857142857144,10.05,28.071428571428573,29.914285714285715,25.457142857142856,24.12857142857143,36.04285714285714,27.085714285714285,32.74285714285714,37.68571428571428,31.985714285714284,30.642857142857142,27.485714285714284,30.38571428571429,30.228571428571428,43.8,16.228571428571428,17.457142857142856,13.885714285714286,16.757142857142856,20.11428571428572,17.52857142857143,17.97142857142857,22.12857142857143,21.6,15.842857142857143,13.528571428571428,16.728571428571428,15.457142857142856,20.58823529411765,1007.6,1008.9857142857144,1007.2142857142856,1007.2857142857142,1007.5714285714286,1008.3,1007.8285714285714,1006.9428571428572,1007.3857142857142,1007.5142857142856,1008.4714285714284,1007.9142857142856,1007.4571428571428,1006.1176470588236,49.35714285714285,49.27142857142857,61.385714285714286,62.85714285714286,63.62857142857143,61.54285714285714,70.82857142857142,68.44285714285715,66.22857142857143,53.71428571428572,53.55714285714286,59.21428571428572,62.31428571428572,73.95882352941176,229.05714285714285,203.1142857142857,193.07142857142856,226.28571428571428,223.65714285714287,234.5142857142857,191.55714285714285,186.1428571428572,263.3285714285714,262.98571428571427,265.6142857142857,269.0,244.6428571428572,177.53529411764706,19.77142857142857,17.542857142857144,16.6,19.57142857142857,19.257142857142856,20.257142857142856,16.52857142857143,16.071428571428573,22.77142857142857,22.7,23.0,23.285714285714285,21.12857142857143,15.294117647058824,9.285714285714286,9.0,8.714285714285714,8.571428571428571,8.428571428571429,8.714285714285714,7.0,7.857142857142857,8.857142857142858,9.714285714285714,9.0,9.0,8.857142857142858,6.882352941176471,33.5,34.0,34.0,33.0,34.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.6,24.0,24.0,24.0,24.0,24.0,25.0,23.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.494453,105.241281,SA,26.6875,27.9625,28.3125,28.4375,26.9625,27.6,28.05,27.375,26.825,27.7375,28.0875,27.4375,27.625,26.2,23.8125,24.5125,24.3625,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.975,24.586666666666662,85.5125,82.7875,80.3875,83.1875,88.6375,87.35,86.2125,88.0125,91.3375,84.95,84.65,86.3,86.55,91.33333333333331,44132.875,44371.625,44603.875,44827.0,45037.375,45231.75,45407.0,45558.125,45681.875,45773.75,45832.0,45853.75,45839.125,45745.13333333333,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.6125,14.0375,17.8875,15.1125,16.725,19.5125,16.8,20.0,22.9125,19.7,14.05,17.1,17.9875,20.506666666666668,1010.7,1008.175,1008.675,1007.725,1007.325,1007.55,1008.6375,1007.1125,1006.6125,1007.8125,1008.3625,1007.925,1006.55,1006.3,65.1875,50.05,48.225,58.15,64.625,62.3125,62.775,66.2375,72.1875,59.5,53.0,60.6375,63.5,76.68666666666667,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.4,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.535058,105.252744,SA,26.6875,27.9375,28.3,28.425,26.925,27.6,28.0125,27.3375,26.7875,27.725,28.0375,27.4,27.6,26.17142857142857,23.825,24.5125,24.3625,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.975,24.557142857142857,85.575,82.8375,80.4125,83.225,88.71249999999999,87.3625,86.3,88.0875,91.425,85.0,84.725,86.4,86.625,91.31428571428572,44134.875,44374.75,44608.0,44831.625,45042.875,45238.125,45414.0,45565.875,45689.375,45782.125,45840.875,45862.5,45847.5,45760.357142857145,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,22.985714285714288,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.632142857142858,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,44.65714285714286,15.575,13.975,17.9125,15.0875,16.7125,19.5625,16.85,20.0,22.9125,19.625,14.075,17.2,17.95,20.76428571428572,1010.7125,1008.1625,1008.6625,1007.725,1007.3125,1007.55,1008.6375,1007.1,1006.5875,1007.8125,1008.3625,1007.9125,1006.55,1006.2642857142856,65.0375,49.825,48.0125,57.9875,64.55,62.15,62.6375,66.125,72.1,59.375,52.7875,60.5,63.3625,76.52142857142857,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,163.25,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.042857142857144,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.571428571428571,33.0,33.0,33.4,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.8,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.50203,105.222373,SA,26.6875,27.9625,28.3125,28.45,26.9625,27.6,28.0625,27.3875,26.8375,27.75,28.1,27.4625,27.625,26.206666666666667,23.8125,24.5125,24.375,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.9875,24.586666666666662,85.4875,82.775,80.3875,83.15,88.6,87.325,86.1875,87.9625,91.3,84.9125,84.6125,86.275,86.5375,91.30666666666669,44133.375,44372.375,44604.75,44828.0,45038.375,45233.0,45408.0,45559.375,45683.125,45775.375,45833.375,45855.625,45840.625,45746.53333333333,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.625,14.05,17.8625,15.1375,16.725,19.5125,16.7875,20.0125,22.9125,19.75,14.0125,17.05,18.0,20.526666666666667,1010.7,1008.1875,1008.675,1007.725,1007.325,1007.55,1008.6375,1007.1125,1006.6,1007.8,1008.3625,1007.925,1006.5625,1006.3066666666668,65.2625,50.1625,48.3375,58.2625,64.6875,62.4,62.85,66.2625,72.2375,59.5875,53.1125,60.7375,63.6,76.72,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.5,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.48195,105.238448,SA,26.6875,27.9625,28.3125,28.45,26.9625,27.6,28.05,27.3875,26.8375,27.7375,28.1,27.45,27.625,26.2,23.8125,24.5125,24.375,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.975,24.586666666666662,85.4875,82.775,80.3875,83.175,88.6125,87.3375,86.1875,88.0,91.3125,84.925,84.6375,86.2875,86.5375,91.32,44132.25,44370.875,44602.75,44825.375,45035.75,45230.125,45404.375,45555.5,45679.0,45771.125,45829.125,45851.0,45836.375,45742.4,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.625,14.05,17.875,15.1375,16.725,19.5125,16.7875,20.0125,22.9125,19.7375,14.025,17.075,17.9875,20.52,1010.7,1008.175,1008.675,1007.725,1007.325,1007.55,1008.6375,1007.1125,1006.6,1007.8,1008.3625,1007.925,1006.5625,1006.3066666666668,65.2375,50.1125,48.3125,58.225,64.6875,62.3875,62.825,66.2375,72.2375,59.5375,53.075,60.725,63.5875,76.71333333333334,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.4,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.476738,105.227333,SA,27.0,27.9125,28.6625,27.925,27.25,27.825,27.5,26.925,26.925,28.3625,27.8375,27.1375,27.3625,26.16923076923077,23.8,24.7125,24.3375,25.075,24.8625,25.4375,25.2,24.875,25.05,24.85,24.9625,24.6375,25.1,24.54615384615385,83.9375,83.8875,78.8875,85.725,87.675,87.7375,88.1,89.4125,90.225,82.6875,85.6875,87.3125,88.3125,91.3076923076923,44200.5,44437.125,44666.75,44886.0,45092.0,45281.375,45449.375,45592.75,45707.5,45790.375,45837.75,45849.625,45824.375,45730.61538461538,2.75,2.2125,2.225,2.8375,5.575,9.6,10.3875,11.6375,5.9,1.7625,1.9125,14.4625,12.8375,22.41538461538461,6.2525,12.50125,14.58375,9.89625,11.98125,6.2525,6.25,12.50125,8.85375,15.105,13.0225,8.3325,12.5,8.334615384615384,31.1875,27.625,29.375,25.475,28.2125,32.425,29.375,39.05,32.9375,30.8125,28.9125,29.3375,34.2625,44.715384615384615,14.4125,14.9,17.125,14.9375,19.325,18.4,17.35,22.35,21.8625,15.9625,14.675,16.9875,17.425,20.23846153846154,1010.5,1007.7125,1008.85,1007.0625,1007.375,1007.8625,1008.2375,1006.7625,1007.25,1007.625,1008.5,1007.6125,1006.175,1006.4846153846154,59.2375,49.8875,48.325,60.45,62.275,62.325,68.6875,69.3125,67.75,54.975,55.8,65.025,65.95,75.93076923076923,229.025,238.95,215.7875,197.6875,227.5375,222.95,223.5625,169.6625,245.55,264.3375,262.45,258.1625,226.3375,172.1153846153846,19.7125,20.6375,18.625,17.0125,19.65,19.225,19.3125,14.65,21.225,22.825,22.7125,22.325,19.5375,14.815384615384616,9.0,9.5,9.125,8.75,8.75,8.375,8.0,7.125,8.375,9.625,9.0,8.875,8.0,6.769230769230769,33.0,33.5,34.1,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,33.1,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0
10.492098,105.216926,SA,26.6875,27.9625,28.3125,28.45,26.9625,27.625,28.0625,27.3875,26.85,27.75,28.1,27.4625,27.625,26.21333333333333,23.8125,24.5125,24.375,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.9875,24.586666666666662,85.4375,82.7375,80.3625,83.1375,88.6,87.3,86.1375,87.95,91.2625,84.8875,84.5875,86.225,86.5125,91.28666666666666,44132.75,44371.375,44603.5,44826.625,45036.875,45231.375,45406.375,45557.625,45681.0,45773.25,45831.625,45853.0,45838.5,45744.6,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.625,14.05,17.85,15.1375,16.725,19.5,16.75,20.0125,22.9125,19.7625,13.9875,17.025,18.025,20.526666666666667,1010.7,1008.1875,1008.675,1007.725,1007.325,1007.55,1008.6375,1007.1125,1006.6,1007.8,1008.3625,1007.925,1006.5625,1006.3066666666668,65.325,50.2625,48.45,58.325,64.725,62.475,62.9,66.325,72.3,59.65,53.225,60.825,63.675,76.74,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.5,34.1,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
10.485917,105.210104,SA,26.6875,27.9875,28.3125,28.45,26.9625,27.6125,28.0625,27.3875,26.8625,27.775,28.1,27.4625,27.625,26.22,23.8125,24.5125,24.375,25.0125,24.775,25.15,25.375,25.05,25.175,24.725,24.975,24.7125,24.9875,24.593333333333334,85.4375,82.71249999999999,80.3625,83.1375,88.5875,87.2875,86.1125,87.925,91.2375,84.875,84.5625,86.2,86.475,91.27333333333334,44132.25,44371.125,44603.25,44826.0,45036.375,45230.5,45405.25,45556.375,45679.75,45772.125,45830.125,45852.0,45837.25,45743.26666666667,14.375,1.4,2.2375,2.5,6.0875,9.95,10.05,5.75,8.1375,5.0125,1.9625,14.5375,10.7,21.52,5.73125,12.50125,15.62625,4.1675,14.585,6.2525,6.7725,11.45875,9.375,13.5425,14.585,9.37375,11.97875,8.334666666666667,31.5,28.6125,29.2875,26.0,23.8125,35.0875,27.075,35.9875,36.7125,30.325,28.275,30.775,33.55,43.93333333333333,15.65,14.1,17.8625,15.1625,16.7125,19.5,16.7375,20.0125,22.9125,19.8,13.9875,16.9875,18.025,20.54,1010.7,1008.2,1008.6875,1007.725,1007.325,1007.55,1008.6375,1007.1,1006.6,1007.8,1008.3625,1007.925,1006.5625,1006.3133333333334,65.3625,50.325,48.525,58.3875,64.75,62.5375,62.975,66.35,72.325,59.675,53.2875,60.875,63.725,76.76666666666667,223.15,236.5375,218.3625,193.5625,209.2,224.7375,230.85,186.175,215.075,259.675,263.1875,254.625,236.2,169.0,19.225,20.4375,18.8625,16.65,18.0625,19.35,19.95,16.075,18.6125,22.4,22.7875,22.0375,20.4125,14.546666666666669,8.75,9.5,9.375,8.875,8.375,8.375,8.375,7.25,7.875,9.5,9.0,9.0,8.5,6.666666666666667,33.0,33.0,33.5,34.0,33.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,22.0,24.0,24.0,24.0,23.9,24.0,24.0,23.0,23.0,23.0,24.0,23.0,24.0,23.0
